Receiver,Sender,external_exists,external_id,ywp_id,ywp_year,actorID,bc_id,conflictID,bc_name,bwd_id,bwd_name,country1,country2,locationid1,locationid2,external_nameid,external_alleged,external_type_X,external_type_Y,external_type_L,external_type_W,external_type_M,external_type_T,external_type_$,external_type_I,external_type_O,external_type_U,external_type_text,external_type_code
Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,Egypt,1,325,8949,1981,1139,189,137,Afghanistan,735,Government of Afghanistan - Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,Afghanistan,,700,0,651,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,China,1,326,8949,1981,1139,189,137,Afghanistan,735,Government of Afghanistan - Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,Afghanistan,,700,0,710,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,Saudi Arabia,1,327,8956,1983,1139,189,137,Afghanistan,735,Government of Afghanistan - Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,Afghanistan,,700,0,670,0,0,0,0,1,0,0,1,0,0,0,"Weapons, Funding/Economic Support",W$
Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,United States,1,328,8956,1983,1139,189,137,Afghanistan,735,Government of Afghanistan - Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,Afghanistan,,700,0,2,0,0,0,0,1,1,0,1,0,0,0,"Weapons, Materiel/Logistics, Funding/Economic Support",WM$
Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,Pakistan,1,329,8956,1983,1139,189,137,Afghanistan,735,Government of Afghanistan - Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,Afghanistan,,700,0,770,0,0,0,0,0,1,1,0,0,0,0,"Materiel/Logistics, Training/Expertise",MT
Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,China,1,330,8956,1983,1139,189,137,Afghanistan,735,Government of Afghanistan - Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,Afghanistan,,700,0,710,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,Saudi Arabia,1,331,8963,1984,1139,189,137,Afghanistan,735,Government of Afghanistan - Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,Afghanistan,,700,0,670,0,0,0,0,1,0,0,1,0,0,0,"Weapons, Funding/Economic Support",W$
Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,United States,1,332,8963,1984,1139,189,137,Afghanistan,735,Government of Afghanistan - Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,Afghanistan,,700,0,2,0,0,0,0,1,1,0,1,0,0,0,"Weapons, Materiel/Logistics, Funding/Economic Support",WM$
Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,Pakistan,1,333,8963,1984,1139,189,137,Afghanistan,735,Government of Afghanistan - Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,Afghanistan,,700,0,770,0,0,0,0,0,1,1,0,0,0,0,"Materiel/Logistics, Training/Expertise",MT
Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,China,1,334,8963,1984,1139,189,137,Afghanistan,735,Government of Afghanistan - Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,Afghanistan,,700,0,710,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,Saudi Arabia,1,335,8970,1985,1139,189,137,Afghanistan,735,Government of Afghanistan - Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,Afghanistan,,700,0,670,0,0,0,0,1,0,0,1,0,0,0,"Weapons, Funding/Economic Support",W$
Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,United States,1,336,8970,1985,1139,189,137,Afghanistan,735,Government of Afghanistan - Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,Afghanistan,,700,0,2,0,0,0,0,1,1,0,1,0,0,0,"Weapons, Materiel/Logistics, Funding/Economic Support",WM$
Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,Pakistan,1,337,8970,1985,1139,189,137,Afghanistan,735,Government of Afghanistan - Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,Afghanistan,,700,0,770,0,0,0,0,0,1,1,0,0,0,0,"Materiel/Logistics, Training/Expertise",MT
Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,China,1,338,8970,1985,1139,189,137,Afghanistan,735,Government of Afghanistan - Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,Afghanistan,,700,0,710,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,United Kingdom,1,339,8970,1985,1139,189,137,Afghanistan,735,Government of Afghanistan - Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,Afghanistan,,700,0,200,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,Saudi Arabia,1,340,9062,1986,1139,189,137,Afghanistan,735,Government of Afghanistan - Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,Afghanistan,,700,0,670,0,0,0,0,1,0,0,1,0,0,0,"Weapons, Funding/Economic Support",W$
Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,United States,1,341,9062,1986,1139,189,137,Afghanistan,735,Government of Afghanistan - Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,Afghanistan,,700,0,2,0,0,0,0,1,1,0,1,0,0,0,"Weapons, Materiel/Logistics, Funding/Economic Support",WM$
Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,Pakistan,1,342,9062,1986,1139,189,137,Afghanistan,735,Government of Afghanistan - Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,Afghanistan,,700,0,770,0,0,0,0,0,1,1,0,0,0,0,"Materiel/Logistics, Training/Expertise",MT
Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,China,1,343,9062,1986,1139,189,137,Afghanistan,735,Government of Afghanistan - Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,Afghanistan,,700,0,710,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,United Kingdom,1,344,9062,1986,1139,189,137,Afghanistan,735,Government of Afghanistan - Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,Afghanistan,,700,0,200,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
Jabha-yi Nijat-i Milli-yi Afghanistan,Saudi Arabia,1,354,8919,1982,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,670,0,0,0,0,1,0,0,1,0,0,0,"Weapons, Funding/Economic Support",W$
Jabha-yi Nijat-i Milli-yi Afghanistan,United States,1,355,8919,1982,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,2,0,0,0,0,1,1,0,1,0,0,0,"Weapons, Materiel/Logistics, Funding/Economic Support",WM$
Jabha-yi Nijat-i Milli-yi Afghanistan,Pakistan,1,356,8919,1982,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,770,0,0,0,0,0,1,1,0,0,0,0,"Materiel/Logistics, Training/Expertise",MT
Jabha-yi Nijat-i Milli-yi Afghanistan,China,1,357,8919,1982,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,710,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
Jabha-yi Nijat-i Milli-yi Afghanistan ,Saudi Arabia,1,358,8928,1980,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,670,0,0,0,0,1,0,0,1,0,0,0,"Weapons, Funding/Economic Support",W$
Jabha-yi Nijat-i Milli-yi Afghanistan ,United States,1,359,8928,1980,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,2,0,0,0,0,1,1,0,1,0,0,0,"Weapons, Materiel/Logistics, Funding/Economic Support",WM$
Jabha-yi Nijat-i Milli-yi Afghanistan ,Pakistan,1,360,8928,1980,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,770,0,0,0,0,0,1,1,0,0,0,0,"Materiel/Logistics, Training/Expertise",MT
Jabha-yi Nijat-i Milli-yi Afghanistan ,Egypt,1,361,8928,1980,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,651,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
Jabha-yi Nijat-i Milli-yi Afghanistan ,China,1,362,8928,1980,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,710,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
Jabha-yi Nijat-i Milli-yi Afghanistan ,Iran,1,363,8928,1980,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,630,0,0,0,0,0,0,1,0,0,0,0,Training/Expertise,T
Jabha-yi Nijat-i Milli-yi Afghanistan ,Saudi Arabia,1,364,8939,1981,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,670,0,0,0,0,1,0,0,1,0,0,0,"Weapons, Funding/Economic Support",W$
Jabha-yi Nijat-i Milli-yi Afghanistan ,United States,1,365,8939,1981,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,2,0,0,0,0,1,1,0,1,0,0,0,"Weapons, Materiel/Logistics, Funding/Economic Support",WM$
Jabha-yi Nijat-i Milli-yi Afghanistan ,Pakistan,1,366,8939,1981,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,770,0,0,0,0,0,1,1,0,0,0,0,"Materiel/Logistics, Training/Expertise",MT
Jabha-yi Nijat-i Milli-yi Afghanistan ,Egypt,1,367,8939,1981,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,651,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
Jabha-yi Nijat-i Milli-yi Afghanistan ,China,1,368,8939,1981,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,710,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
Jabha-yi Nijat-i Milli-yi Afghanistan ,Saudi Arabia,1,369,8946,1983,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,670,0,0,0,0,1,0,0,1,0,0,0,"Weapons, Funding/Economic Support",W$
Jabha-yi Nijat-i Milli-yi Afghanistan ,United States,1,370,8946,1983,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,2,0,0,0,0,1,1,0,1,0,0,0,"Weapons, Materiel/Logistics, Funding/Economic Support",WM$
Jabha-yi Nijat-i Milli-yi Afghanistan ,Pakistan,1,371,8946,1983,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,770,0,0,0,0,0,1,1,0,0,0,0,"Materiel/Logistics, Training/Expertise",MT
Jabha-yi Nijat-i Milli-yi Afghanistan ,China,1,372,8946,1983,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,710,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
Jabha-yi Nijat-i Milli-yi Afghanistan ,Saudi Arabia,1,373,8955,1984,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,670,0,0,0,0,1,0,0,1,0,0,0,"Weapons, Funding/Economic Support",W$
Jabha-yi Nijat-i Milli-yi Afghanistan ,United States,1,374,8955,1984,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,2,0,0,0,0,1,1,0,1,0,0,0,"Weapons, Materiel/Logistics, Funding/Economic Support",WM$
Jabha-yi Nijat-i Milli-yi Afghanistan ,Pakistan,1,375,8955,1984,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,770,0,0,0,0,0,1,1,0,0,0,0,"Materiel/Logistics, Training/Expertise",MT
Jabha-yi Nijat-i Milli-yi Afghanistan ,China,1,376,8955,1984,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,710,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
Jabha-yi Nijat-i Milli-yi Afghanistan ,Saudi Arabia,1,377,8962,1985,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,670,0,0,0,0,1,0,0,1,0,0,0,"Weapons, Funding/Economic Support",W$
Jabha-yi Nijat-i Milli-yi Afghanistan ,United States,1,378,8962,1985,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,2,0,0,0,0,1,1,0,1,0,0,0,"Weapons, Materiel/Logistics, Funding/Economic Support",WM$
Jabha-yi Nijat-i Milli-yi Afghanistan ,Pakistan,1,379,8962,1985,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,770,0,0,0,0,0,1,1,0,0,0,0,"Materiel/Logistics, Training/Expertise",MT
Jabha-yi Nijat-i Milli-yi Afghanistan ,China,1,380,8962,1985,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,710,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
Jabha-yi Nijat-i Milli-yi Afghanistan ,United Kingdom,1,381,8962,1985,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,200,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
Jabha-yi Nijat-i Milli-yi Afghanistan ,Saudi Arabia,1,382,8969,1986,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,670,0,0,0,0,1,0,0,1,0,0,0,"Weapons, Funding/Economic Support",W$
Jabha-yi Nijat-i Milli-yi Afghanistan ,United States,1,383,8969,1986,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,2,0,0,0,0,1,1,0,1,0,0,0,"Weapons, Materiel/Logistics, Funding/Economic Support",WM$
Jabha-yi Nijat-i Milli-yi Afghanistan ,Pakistan,1,384,8969,1986,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,770,0,0,0,0,0,1,1,0,0,0,0,"Materiel/Logistics, Training/Expertise",MT
Jabha-yi Nijat-i Milli-yi Afghanistan ,China,1,385,8969,1986,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,710,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
Jabha-yi Nijat-i Milli-yi Afghanistan ,United Kingdom,1,386,8969,1986,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,200,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
Jabha-yi Nijat-i Milli-yi Afghanistan ,Saudi Arabia,1,387,8998,1987,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,670,0,0,0,0,1,0,0,1,0,0,0,"Weapons, Funding/Economic Support",W$
Jabha-yi Nijat-i Milli-yi Afghanistan ,United States,1,388,8998,1987,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,2,0,0,0,0,1,1,0,1,0,0,0,"Weapons, Materiel/Logistics, Funding/Economic Support",WM$
Jabha-yi Nijat-i Milli-yi Afghanistan ,Pakistan,1,389,8998,1987,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,770,0,0,0,0,0,1,1,0,0,0,0,"Materiel/Logistics, Training/Expertise",MT
Jabha-yi Nijat-i Milli-yi Afghanistan ,China,1,390,8998,1987,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,710,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
Jabha-yi Nijat-i Milli-yi Afghanistan ,United Kingdom,1,391,8998,1987,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,200,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
Jabha-yi Nijat-i Milli-yi Afghanistan ,Saudi Arabia,1,392,9061,1988,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,670,0,0,0,0,1,0,0,1,0,0,0,"Weapons, Funding/Economic Support",W$
Jabha-yi Nijat-i Milli-yi Afghanistan ,United States,1,393,9061,1988,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,2,0,0,0,0,1,1,0,1,0,0,0,"Weapons, Materiel/Logistics, Funding/Economic Support",WM$
Jabha-yi Nijat-i Milli-yi Afghanistan ,Pakistan,1,394,9061,1988,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,770,0,0,0,0,0,1,1,0,0,0,0,"Materiel/Logistics, Training/Expertise",MT
Jabha-yi Nijat-i Milli-yi Afghanistan ,China,1,395,9061,1988,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,710,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
Jabha-yi Nijat-i Milli-yi Afghanistan ,United Kingdom,1,396,9061,1988,1137,189,137,Afghanistan,733,Government of Afghanistan - Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan,,700,0,200,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
Jamiyyat-i Islami-yi Afghanistan ,United States,1,413,8073,1979,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,2,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
Jamiyyat-i Islami-yi Afghanistan ,Pakistan,1,414,8073,1979,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,770,0,0,0,0,0,1,1,0,0,0,0,"Materiel/Logistics, Training/Expertise",MT
Jamiyyat-i Islami-yi Afghanistan ,Saudi Arabia,1,415,8073,1979,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,670,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
Jamiyyat-i Islami-yi Afghanistan ,Saudi Arabia,1,418,8915,1980,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,670,0,0,0,0,1,0,0,1,0,0,0,"Weapons, Funding/Economic Support",W$
Jamiyyat-i Islami-yi Afghanistan ,United States,1,419,8915,1980,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,2,0,0,0,0,1,1,0,1,0,0,0,"Weapons, Materiel/Logistics, Funding/Economic Support",WM$
Jamiyyat-i Islami-yi Afghanistan ,Pakistan,1,420,8915,1980,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,770,0,0,0,0,0,1,1,0,0,0,0,"Materiel/Logistics, Training/Expertise",MT
Jamiyyat-i Islami-yi Afghanistan ,Egypt,1,421,8915,1980,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,651,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
Jamiyyat-i Islami-yi Afghanistan ,China,1,422,8915,1980,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,710,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
Jamiyyat-i Islami-yi Afghanistan ,Iran,1,423,8915,1980,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,630,0,0,0,0,0,0,1,0,0,0,0,Training/Expertise,T
Jamiyyat-i Islami-yi Afghanistan ,Saudi Arabia,1,424,8921,1982,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,670,0,0,0,0,1,0,0,1,0,0,0,"Weapons, Funding/Economic Support",W$
Jamiyyat-i Islami-yi Afghanistan ,United States,1,425,8921,1982,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,2,0,0,0,0,1,1,0,1,0,0,0,"Weapons, Materiel/Logistics, Funding/Economic Support",WM$
Jamiyyat-i Islami-yi Afghanistan ,Pakistan,1,426,8921,1982,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,770,0,0,0,0,0,1,1,0,0,0,0,"Materiel/Logistics, Training/Expertise",MT
Jamiyyat-i Islami-yi Afghanistan ,China,1,427,8921,1982,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,710,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
Jamiyyat-i Islami-yi Afghanistan ,Saudi Arabia,1,428,8934,1988,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,670,0,0,0,0,1,0,0,1,0,0,0,"Weapons, Funding/Economic Support",W$
Jamiyyat-i Islami-yi Afghanistan ,United States,1,429,8934,1988,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,2,0,0,0,0,1,1,0,1,0,0,0,"Weapons, Materiel/Logistics, Funding/Economic Support",WM$
Jamiyyat-i Islami-yi Afghanistan ,Pakistan,1,430,8934,1988,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,770,0,0,0,0,0,1,1,0,0,0,0,"Materiel/Logistics, Training/Expertise",MT
Jamiyyat-i Islami-yi Afghanistan ,China,1,431,8934,1988,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,710,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
Jamiyyat-i Islami-yi Afghanistan ,United Kingdom,1,432,8934,1988,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,200,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
Jamiyyat-i Islami-yi Afghanistan ,Pakistan,1,433,8941,1989,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,770,0,0,0,0,0,1,1,0,0,0,0,"Materiel/Logistics, Training/Expertise",MT
Jamiyyat-i Islami-yi Afghanistan ,United States,1,434,8941,1989,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,2,0,0,0,0,1,0,0,1,0,0,0,"Weapons, Funding/Economic Support",W$
Jamiyyat-i Islami-yi Afghanistan ,Saudi Arabia,1,435,8941,1989,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,670,0,0,0,0,1,0,0,1,0,0,0,"Weapons, Funding/Economic Support",W$
Jamiyyat-i Islami-yi Afghanistan ,United States,1,436,8950,1990,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,2,0,0,0,0,1,1,0,1,0,0,0,"Weapons, Materiel/Logistics, Funding/Economic Support",WM$
Jamiyyat-i Islami-yi Afghanistan ,Pakistan,1,437,8950,1990,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,770,0,0,0,0,0,1,1,0,0,0,0,"Materiel/Logistics, Training/Expertise",MT
Jamiyyat-i Islami-yi Afghanistan ,Saudi Arabia,1,438,8950,1990,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,670,0,0,0,0,1,0,0,1,0,0,0,"Weapons, Funding/Economic Support",W$
Jamiyyat-i Islami-yi Afghanistan ,United States,1,439,8957,1991,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,2,0,0,0,0,1,1,0,1,0,0,0,"Weapons, Materiel/Logistics, Funding/Economic Support",WM$
Jamiyyat-i Islami-yi Afghanistan ,Pakistan,1,440,8957,1991,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,770,0,0,0,0,0,1,1,0,0,0,0,"Materiel/Logistics, Training/Expertise",MT
Jamiyyat-i Islami-yi Afghanistan ,Saudi Arabia,1,441,8957,1991,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,670,0,0,0,0,1,0,0,1,0,0,0,"Weapons, Funding/Economic Support",W$
Jamiyyat-i Islami-yi Afghanistan ,Pakistan,1,442,8964,1992,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,770,0,0,0,0,0,1,1,0,0,0,0,"Materiel/Logistics, Training/Expertise",MT
Jamiyyat-i Islami-yi Afghanistan ,United States,1,443,8964,1992,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,2,0,0,0,0,1,0,0,1,0,0,0,"Weapons, Funding/Economic Support",W$
Jamiyyat-i Islami-yi Afghanistan ,Saudi Arabia,1,444,8964,1992,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,670,0,0,0,0,1,0,0,1,0,0,0,"Weapons, Funding/Economic Support",W$
Jamiyyat-i Islami-yi Afghanistan ,Saudi Arabia,1,446,9053,1981,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,670,0,0,0,0,1,0,0,1,0,0,0,"Weapons, Funding/Economic Support",W$
Jamiyyat-i Islami-yi Afghanistan ,United States,1,447,9053,1981,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,2,0,0,0,0,1,1,0,1,0,0,0,"Weapons, Materiel/Logistics, Funding/Economic Support",WM$
Jamiyyat-i Islami-yi Afghanistan ,Pakistan,1,448,9053,1981,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,770,0,0,0,0,0,1,1,0,0,0,0,"Materiel/Logistics, Training/Expertise",MT
Jamiyyat-i Islami-yi Afghanistan ,Egypt,1,449,9053,1981,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,651,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
Jamiyyat-i Islami-yi Afghanistan ,China,1,450,9053,1981,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,710,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
Jamiyyat-i Islami-yi Afghanistan ,Saudi Arabia,1,451,4790,1983,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,670,0,0,0,0,1,0,0,1,0,0,0,"Weapons, Funding/Economic Support",W$
Jamiyyat-i Islami-yi Afghanistan ,United States,1,452,4790,1983,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,2,0,0,0,0,1,1,0,1,0,0,0,"Weapons, Materiel/Logistics, Funding/Economic Support",WM$
Jamiyyat-i Islami-yi Afghanistan ,Pakistan,1,453,4790,1983,1134,189,137,Afghanistan,411,,Afghanistan,,700,0,770,0,0,0,0,0,1,1,0,0,0,0,"Materiel/Logistics, Training/Expertise",MT
